Score,Text,Tokens,Preprocessed_Text
5,our pup has experienced allergies in forms of hotspots and itching from other dog foods the cheap you can buy it anywhere food not only have crazy preservatives in them but can cause health problems for your pets this food works wonders on reducing allergies and our dog loves the foodthis message is ramsey frankenstein approved,"['pup', 'experienced', 'allergy', 'form', 'hotspot', 'itching', 'dog', 'food', 'cheap', 'buy', 'anywhere', 'food', 'crazy', 'preservative', 'cause', 'health', 'problem', 'pet', 'food', 'work', 'wonder', 'reducing', 'allergy', 'dog', 'love', 'foodthis', 'message', 'ramsey', 'frankenstein', 'approved']",pup experienced allergy form hotspot itching dog food cheap buy anywhere food crazy preservative cause health problem pet food work wonder reducing allergy dog love foodthis message ramsey frankenstein approved
5,my english bulldog had skin allergies the summer we got him at age the vet recommended we wean him off the food his previous owner gave him iams lamb and rice and onto a new kind this was the second one we tried and it has been working ever since its for dogs that need a limited diet who can be sensitive to additives and proteins commonly found in commercial dog food like chicken or beef,"['english', 'bulldog', 'skin', 'allergy', 'summer', 'got', 'age', 'vet', 'recommended', 'wean', 'food', 'previous', 'owner', 'gave', 'iams', 'lamb', 'rice', 'onto', 'new', 'kind', 'second', 'one', 'tried', 'working', 'ever', 'since', 'dog', 'need', 'limited', 'diet', 'sensitive', 'additive', 'protein', 'commonly', 'found', 'commercial', 'dog', 'food', 'like', 'chicken', 'beef']",english bulldog skin allergy summer got age vet recommended wean food previous owner gave iams lamb rice onto new kind second one tried working ever since dog need limited diet sensitive additive protein commonly found commercial dog food like chicken beef
1,i fed this to my golden retriever and he hated it he wouldnt eat it and when he did it gave him terrible diarrhea we will not be buying this again its also super expensive,"['fed', 'golden', 'retriever', 'hated', 'wouldnt', 'eat', 'gave', 'terrible', 'diarrhea', 'buying', 'also', 'super', 'expensive']",fed golden retriever hated wouldnt eat gave terrible diarrhea buying also super expensive
5,the mouth says how do i love thee let me count the waysif you like apple products a must have item the only draw back shipping cost these are very heavy,"['mouth', 'say', 'love', 'thee', 'let', 'count', 'waysif', 'like', 'apple', 'product', 'must', 'item', 'draw', 'back', 'shipping', 'cost', 'heavy']",mouth say love thee let count waysif like apple product must item draw back shipping cost heavy
4,arrived slightly thawed my parents wouldnt accept it however the company was very helpful and issued a full refund,"['arrived', 'slightly', 'thawed', 'parent', 'wouldnt', 'accept', 'however', 'company', 'helpful', 'issued', 'full', 'refund']",arrived slightly thawed parent wouldnt accept however company helpful issued full refund
4,the crust on these tarts are perfect my husband loves these but im not so crazy about them they are just too sourtart for my taste ill eat the crust and hubby takes my filling my kids think theyre great so maybe its just me,"['crust', 'tart', 'perfect', 'husband', 'love', 'im', 'crazy', 'sourtart', 'taste', 'ill', 'eat', 'crust', 'hubby', 'take', 'filling', 'kid', 'think', 'theyre', 'great', 'maybe']",crust tart perfect husband love im crazy sourtart taste ill eat crust hubby take filling kid think theyre great maybe
5,these are absolutely scrumptuous my husband and i both love them however as another customer put it they are expensive to ship the cost of shipping is more than the tartlets themselves are,"['absolutely', 'scrumptuous', 'husband', 'love', 'however', 'another', 'customer', 'put', 'expensive', 'ship', 'cost', 'shipping', 'tartlet']",absolutely scrumptuous husband love however another customer put expensive ship cost shipping tartlet
5,what a nice alternative to an apple pie love the fact there was no slicing and dicing easy to prepare i also loved the fact that you can make them fresh whenever needed,"['nice', 'alternative', 'apple', 'pie', 'love', 'fact', 'slicing', 'dicing', 'easy', 'prepare', 'also', 'loved', 'fact', 'make', 'fresh', 'whenever', 'needed']",nice alternative apple pie love fact slicing dicing easy prepare also loved fact make fresh whenever needed
5,i like creme brulee i loved that these were so easy just sprinkle on the sugar that came with and broil they look amazing and taste great my guess thought i really went out of the way for them when really it took all of minutes i will be ordering more,"['like', 'creme', 'brulee', 'loved', 'easy', 'sprinkle', 'sugar', 'came', 'broil', 'look', 'amazing', 'taste', 'great', 'guess', 'thought', 'really', 'went', 'way', 'really', 'took', 'minute', 'ordering']",like creme brulee loved easy sprinkle sugar came broil look amazing taste great guess thought really went way really took minute ordering
3,not what i was expecting in terms of the companys reputation for excellent home delivery products,"['expecting', 'term', 'company', 'reputation', 'excellent', 'home', 'delivery', 'product']",expecting term company reputation excellent home delivery product
5,i first bought pickled asparagus at an amish market and it was love at first bite hence when i saw these on the discount rack at the local safeway i cleaned it out these are even better than the ones from the amish market they are fantastic and some of the jars have a bonus clove of garlic at the bottom im going to order the six pack and im a household of one they wont go to waste,"['first', 'bought', 'pickled', 'asparagus', 'amish', 'market', 'love', 'first', 'bite', 'hence', 'saw', 'discount', 'rack', 'local', 'safeway', 'cleaned', 'even', 'better', 'one', 'amish', 'market', 'fantastic', 'jar', 'bonus', 'clove', 'garlic', 'bottom', 'im', 'going', 'order', 'six', 'pack', 'im', 'household', 'one', 'wont', 'go', 'waste']",first bought pickled asparagus amish market love first bite hence saw discount rack local safeway cleaned even better one amish market fantastic jar bonus clove garlic bottom im going order six pack im household one wont go waste
5,i love asparagus up until very recently i had never had pickled asparagus oh my goodness when a friend introduced me to this exact brand i couldnt believe how great stuff tasted i loved it so much i bought the six pack ive got jars left gonna need more,"['love', 'asparagus', 'recently', 'never', 'pickled', 'asparagus', 'oh', 'goodness', 'friend', 'introduced', 'exact', 'brand', 'couldnt', 'believe', 'great', 'stuff', 'tasted', 'loved', 'much', 'bought', 'six', 'pack', 'ive', 'got', 'jar', 'left', 'gon', 'na', 'need']",love asparagus recently never pickled asparagus oh goodness friend introduced exact brand couldnt believe great stuff tasted loved much bought six pack ive got jar left gon na need
5,im presently on a diet and i was at my fresh and easy neighborhood grocery looking over possible diet foods i wanted things that were tasty nonfat and low in calories i came home with about a dozen items thats how i discovered the tillen farms pickled crispy asparagus well ive always liked asparagus anyway and ive enjoyed several brands of pickled asparagus this tillen farms brand is really really good its the best i can recall theres an excellent flavor and a big clove of garlic down in the bottom of the jar which im looking forward to eating i cant believe how good this asparagus tastes and right on the front it says only calories per jar now this is my idea of a good diet foodgary peterson,"['im', 'presently', 'diet', 'fresh', 'easy', 'neighborhood', 'grocery', 'looking', 'possible', 'diet', 'food', 'wanted', 'thing', 'tasty', 'nonfat', 'low', 'calorie', 'came', 'home', 'dozen', 'item', 'thats', 'discovered', 'tillen', 'farm', 'pickled', 'crispy', 'asparagus', 'well', 'ive', 'always', 'liked', 'asparagus', 'anyway', 'ive', 'enjoyed', 'several', 'brand', 'pickled', 'asparagus', 'tillen', 'farm', 'brand', 'really', 'really', 'good', 'best', 'recall', 'there', 'excellent', 'flavor', 'big', 'clove', 'garlic', 'bottom', 'jar', 'im', 'looking', 'forward', 'eating', 'cant', 'believe', 'good', 'asparagus', 'taste', 'right', 'front', 'say', 'calorie', 'per', 'jar', 'idea', 'good', 'diet', 'foodgary', 'peterson']",im presently diet fresh easy neighborhood grocery looking possible diet food wanted thing tasty nonfat low calorie came home dozen item thats discovered tillen farm pickled crispy asparagus well ive always liked asparagus anyway ive enjoyed several brand pickled asparagus tillen farm brand really really good best recall there excellent flavor big clove garlic bottom jar im looking forward eating cant believe good asparagus taste right front say calorie per jar idea good diet foodgary peterson
2,i was diappointed in the flavor and texture of this mix i usually like most of the low carb things i have tried but was diappointed in this specific one,"['diappointed', 'flavor', 'texture', 'mix', 'usually', 'like', 'low', 'carb', 'thing', 'tried', 'diappointed', 'specific', 'one']",diappointed flavor texture mix usually like low carb thing tried diappointed specific one
5,i have been drinking this tea for a long time now i used to have to purchase it at a doctors office because it wasnt available elsewhere im so glad that i can buy it now from amazoncom i drink this tea throughout the day like other folks drink coffee wonderful taste,"['drinking', 'tea', 'long', 'time', 'used', 'purchase', 'doctor', 'office', 'wasnt', 'available', 'elsewhere', 'im', 'glad', 'buy', 'amazoncom', 'drink', 'tea', 'throughout', 'day', 'like', 'folk', 'drink', 'coffee', 'wonderful', 'taste']",drinking tea long time used purchase doctor office wasnt available elsewhere im glad buy amazoncom drink tea throughout day like folk drink coffee wonderful taste
5,i have been drinking royal king natural organic green tea tea bags x g each as my every day tea for several years now i buy boxes at a time to save on shipping for many years i used to drink coffee from morning till night but finally i realized that drinking so much coffee was not healthy for me i finally resolved to improve my health and stopped drinking coffee all together i tried many alternative drinks to replace my coffee habit i found that green tea was not only good tasting it also has health benefits green tea is one of the few drinks that actually makes you healthier coffe and other drinks do not the only healthier drink is quality cold water in my opinion for the price royal king natural organic green tea is one of the best tasting teas this green tea has a beautiful golden color the taste is bright and fresh i recommend adding a tiny amount of ys organic bee farms raw honey to the tea to add sweetness and health benefits too i also give myself a treat once in a while by having a much more expense tea tribute xi hu long jing but this fantastic tea is not practical for me to drink as my every day tea although i would if i could afford itcons on my latest shipment the package shown on the amazon page is different than the one shipped the one shipped displays naturally high in polyphenol catechins a key contributive element to the possible health effects of tea whereas the amazon package displays caffene free so i am not sure if this green tea is caffene free or not the other con is that sometimes the tea bag rips open when i unwrap the string from around the tea bag so if the string seems stuck to the tea bag i put the bag in the hot water to unstick it,"['drinking', 'royal', 'king', 'natural', 'organic', 'green', 'tea', 'tea', 'bag', 'x', 'g', 'every', 'day', 'tea', 'several', 'year', 'buy', 'box', 'time', 'save', 'shipping', 'many', 'year', 'used', 'drink', 'coffee', 'morning', 'till', 'night', 'finally', 'realized', 'drinking', 'much', 'coffee', 'healthy', 'finally', 'resolved', 'improve', 'health', 'stopped', 'drinking', 'coffee', 'together', 'tried', 'many', 'alternative', 'drink', 'replace', 'coffee', 'habit', 'found', 'green', 'tea', 'good', 'tasting', 'also', 'health', 'benefit', 'green', 'tea', 'one', 'drink', 'actually', 'make', 'healthier', 'coffe', 'drink', 'healthier', 'drink', 'quality', 'cold', 'water', 'opinion', 'price', 'royal', 'king', 'natural', 'organic', 'green', 'tea', 'one', 'best', 'tasting', 'tea', 'green', 'tea', 'beautiful', 'golden', 'color', 'taste', 'bright', 'fresh', 'recommend', 'adding', 'tiny', 'amount', 'y', 'organic', 'bee', 'farm', 'raw', 'honey', 'tea', 'add', 'sweetness', 'health', 'benefit', 'also', 'give', 'treat', 'much', 'expense', 'tea', 'tribute', 'xi', 'hu', 'long', 'jing', 'fantastic', 'tea', 'practical', 'drink', 'every', 'day', 'tea', 'although', 'would', 'could', 'afford', 'itcons', 'latest', 'shipment', 'package', 'shown', 'amazon', 'page', 'different', 'one', 'shipped', 'one', 'shipped', 'display', 'naturally', 'high', 'polyphenol', 'catechin', 'key', 'contributive', 'element', 'possible', 'health', 'effect', 'tea', 'whereas', 'amazon', 'package', 'display', 'caffene', 'free', 'sure', 'green', 'tea', 'caffene', 'free', 'con', 'sometimes', 'tea', 'bag', 'rip', 'open', 'unwrap', 'string', 'around', 'tea', 'bag', 'string', 'seems', 'stuck', 'tea', 'bag', 'put', 'bag', 'hot', 'water', 'unstick']",drinking royal king natural organic green tea tea bag x g every day tea several year buy box time save shipping many year used drink coffee morning till night finally realized drinking much coffee healthy finally resolved improve health stopped drinking coffee together tried many alternative drink replace coffee habit found green tea good tasting also health benefit green tea one drink actually make healthier coffe drink healthier drink quality cold water opinion price royal king natural organic green tea one best tasting tea green tea beautiful golden color taste bright fresh recommend adding tiny amount y organic bee farm raw honey tea add sweetness health benefit also give treat much expense tea tribute xi hu long jing fantastic tea practical drink every day tea although would could afford itcons latest shipment package shown amazon page different one shipped one shipped display naturally high polyphenol catechin key contributive element possible health effect tea whereas amazon package display caffene free sure green tea caffene free con sometimes tea bag rip open unwrap string around tea bag string seems stuck tea bag put bag hot water unstick
5,this has to be one of the best teas i have ever tasted its clean bright freshgreat deliveryagain quality just try it,"['one', 'best', 'tea', 'ever', 'tasted', 'clean', 'bright', 'freshgreat', 'deliveryagain', 'quality', 'try']",one best tea ever tasted clean bright freshgreat deliveryagain quality try
5,i love love this green tea it is very hard to find in our area and some places on the internet charge a big price and i usually dont get as many boxes as i did with this merchant i will definitely order from this seller again thanks i depend on my green tea fix everyday,"['love', 'love', 'green', 'tea', 'hard', 'find', 'area', 'place', 'internet', 'charge', 'big', 'price', 'usually', 'dont', 'get', 'many', 'box', 'merchant', 'definitely', 'order', 'seller', 'thanks', 'depend', 'green', 'tea', 'fix', 'everyday']",love love green tea hard find area place internet charge big price usually dont get many box merchant definitely order seller thanks depend green tea fix everyday
5,i love this tea it helps curb my eating during the day my mom and i have given it all friends to try,"['love', 'tea', 'help', 'curb', 'eating', 'day', 'mom', 'given', 'friend', 'try']",love tea help curb eating day mom given friend try
5,im italian and i lived in italy for years i used to buy these cookies for my everyday breakfast with an italian espresso i couldnt find them anywhere here in the bay area so its great to have them again,"['im', 'italian', 'lived', 'italy', 'year', 'used', 'buy', 'cooky', 'everyday', 'breakfast', 'italian', 'espresso', 'couldnt', 'find', 'anywhere', 'bay', 'area', 'great']",im italian lived italy year used buy cooky everyday breakfast italian espresso couldnt find anywhere bay area great
5,in the s i spent several summers in italy this biscotti is often given as a breakfast food or midday snack they are simple and delicious and were not sold in the us back then they are so good that i brought back two bags from a recent trip to italy it is great to see that they may now be found on amazonnote it is great to open a bag smell the contents pour a glass of milk then dip the macines in the milk great routine and treat for kids,"['spent', 'several', 'summer', 'italy', 'biscotti', 'often', 'given', 'breakfast', 'food', 'midday', 'snack', 'simple', 'delicious', 'sold', 'u', 'back', 'good', 'brought', 'back', 'two', 'bag', 'recent', 'trip', 'italy', 'great', 'see', 'may', 'found', 'amazonnote', 'great', 'open', 'bag', 'smell', 'content', 'pour', 'glass', 'milk', 'dip', 'macines', 'milk', 'great', 'routine', 'treat', 'kid']",spent several summer italy biscotti often given breakfast food midday snack simple delicious sold u back good brought back two bag recent trip italy great see may found amazonnote great open bag smell content pour glass milk dip macines milk great routine treat kid
5,i had heard a little about this product from the local pet store then tried a small bag for our cats of about and years respectively the female younger one took to it right away and the older male who was unfortunately weaned on the junk cat food with all the corn meal and etc in it and would usually refuse a diet change actually liked it too the older male is overweight and we were trying to switch him to soft food on the doctors request but he totally refused it he is a posh cat after all he still consumes too many calories the fatty but at least i know hes eating good food of course i know this product seems to cost more than most other feline food on the market but i just cant see feeding our animals the lousy alternatives that are out there marketed as being healthy why do commercials show cats eating a vegetarian diet which is mostly corn meal is that right ill stay with this for now but stay tunedim updating this review after months of using this cat food for our two cats i upgraded the stars from to as it really has been a good food for the two of them garfield still eats a little too much but hes just a big cat who doesnt exercise much lets face it our female cat will be years old in a couple months and shes so healthy shes tiny but happy and agile i tried the chicken version of holistic select but garfield seemd to miss this sardine version so we went back to this one ive ordered the duck version and will update this once they try it,"['heard', 'little', 'product', 'local', 'pet', 'store', 'tried', 'small', 'bag', 'cat', 'year', 'respectively', 'female', 'younger', 'one', 'took', 'right', 'away', 'older', 'male', 'unfortunately', 'weaned', 'junk', 'cat', 'food', 'corn', 'meal', 'etc', 'would', 'usually', 'refuse', 'diet', 'change', 'actually', 'liked', 'older', 'male', 'overweight', 'trying', 'switch', 'soft', 'food', 'doctor', 'request', 'totally', 'refused', 'posh', 'cat', 'still', 'consumes', 'many', 'calorie', 'fatty', 'least', 'know', 'he', 'eating', 'good', 'food', 'course', 'know', 'product', 'seems', 'cost', 'feline', 'food', 'market', 'cant', 'see', 'feeding', 'animal', 'lousy', 'alternative', 'marketed', 'healthy', 'commercial', 'show', 'cat', 'eating', 'vegetarian', 'diet', 'mostly', 'corn', 'meal', 'right', 'ill', 'stay', 'stay', 'tunedim', 'updating', 'review', 'month', 'using', 'cat', 'food', 'two', 'cat', 'upgraded', 'star', 'really', 'good', 'food', 'two', 'garfield', 'still', 'eats', 'little', 'much', 'he', 'big', 'cat', 'doesnt', 'exercise', 'much', 'let', 'face', 'female', 'cat', 'year', 'old', 'couple', 'month', 'shes', 'healthy', 'shes', 'tiny', 'happy', 'agile', 'tried', 'chicken', 'version', 'holistic', 'select', 'garfield', 'seemd', 'miss', 'sardine', 'version', 'went', 'back', 'one', 'ive', 'ordered', 'duck', 'version', 'update', 'try']",heard little product local pet store tried small bag cat year respectively female younger one took right away older male unfortunately weaned junk cat food corn meal etc would usually refuse diet change actually liked older male overweight trying switch soft food doctor request totally refused posh cat still consumes many calorie fatty least know he eating good food course know product seems cost feline food market cant see feeding animal lousy alternative marketed healthy commercial show cat eating vegetarian diet mostly corn meal right ill stay stay tunedim updating review month using cat food two cat upgraded star really good food two garfield still eats little much he big cat doesnt exercise much let face female cat year old couple month shes healthy shes tiny happy agile tried chicken version holistic select garfield seemd miss sardine version went back one ive ordered duck version update try
5,i started buying this after i noticed my year old cat was already starting to lose his spunk so i decided it was time to start buying him real cat foodnot the garbage in the super markets i found this at the pet store out of the other million choices and im sure there are other brands that are just as good but this is the one i went with to try first and it was a great purchase my cat has been on this for the past months and hes now just has active as he was when he was a kitten and his coat has became sooo soft mainly he loved the taste even more i highly recommend this brand to all my friends and family for their animals,"['started', 'buying', 'noticed', 'year', 'old', 'cat', 'already', 'starting', 'lose', 'spunk', 'decided', 'time', 'start', 'buying', 'real', 'cat', 'foodnot', 'garbage', 'super', 'market', 'found', 'pet', 'store', 'million', 'choice', 'im', 'sure', 'brand', 'good', 'one', 'went', 'try', 'first', 'great', 'purchase', 'cat', 'past', 'month', 'he', 'active', 'kitten', 'coat', 'became', 'sooo', 'soft', 'mainly', 'loved', 'taste', 'even', 'highly', 'recommend', 'brand', 'friend', 'family', 'animal']",started buying noticed year old cat already starting lose spunk decided time start buying real cat foodnot garbage super market found pet store million choice im sure brand good one went try first great purchase cat past month he active kitten coat became sooo soft mainly loved taste even highly recommend brand friend family animal
5,i have done a lot of research to find the best food for my cat and this is an excellent food that is also according to my holistic veterinarian they put probiotics on the kibble as the last step which is very important to me the best thing is that my cat loved it immediately and i had to stop mixing it with the old food because she only would eat holistic select,"['done', 'lot', 'research', 'find', 'best', 'food', 'cat', 'excellent', 'food', 'also', 'according', 'holistic', 'veterinarian', 'put', 'probiotic', 'kibble', 'last', 'step', 'important', 'best', 'thing', 'cat', 'loved', 'immediately', 'stop', 'mixing', 'old', 'food', 'would', 'eat', 'holistic', 'select']",done lot research find best food cat excellent food also according holistic veterinarian put probiotic kibble last step important best thing cat loved immediately stop mixing old food would eat holistic select
5,this cat food was recommended by my vet because my year old cleo cat was having trouble keeping any food down and was loosing weight it stopped her problems she doesnt eat as much as before since she seems to be more satisfied after eating which helps justify the added price it aids in digestion since theok sorrysmells are gone if ya know what i mean had to add that so anyone experiencing problems with their cats can see there are a lot of benifits from this cat food,"['cat', 'food', 'recommended', 'vet', 'year', 'old', 'cleo', 'cat', 'trouble', 'keeping', 'food', 'loosing', 'weight', 'stopped', 'problem', 'doesnt', 'eat', 'much', 'since', 'seems', 'satisfied', 'eating', 'help', 'justify', 'added', 'price', 'aid', 'digestion', 'since', 'theok', 'sorrysmells', 'gone', 'ya', 'know', 'mean', 'add', 'anyone', 'experiencing', 'problem', 'cat', 'see', 'lot', 'benifits', 'cat', 'food']",cat food recommended vet year old cleo cat trouble keeping food loosing weight stopped problem doesnt eat much since seems satisfied eating help justify added price aid digestion since theok sorrysmells gone ya know mean add anyone experiencing problem cat see lot benifits cat food
5,i have a year old male cat who has chronic urinary tract infections i feed him this dry food in combination with wet food with water added to it and uri ease the combination seems to keeps his utis under control if i switch to another type of dry food his uti gets worse the other cats seem to enjoy this food as well its expensive but it seems to be the best solution for me,"['year', 'old', 'male', 'cat', 'chronic', 'urinary', 'tract', 'infection', 'feed', 'dry', 'food', 'combination', 'wet', 'food', 'water', 'added', 'uri', 'ease', 'combination', 'seems', 'keep', 'utis', 'control', 'switch', 'another', 'type', 'dry', 'food', 'uti', 'get', 'worse', 'cat', 'seem', 'enjoy', 'food', 'well', 'expensive', 'seems', 'best', 'solution']",year old male cat chronic urinary tract infection feed dry food combination wet food water added uri ease combination seems keep utis control switch another type dry food uti get worse cat seem enjoy food well expensive seems best solution
5,before i was educated about feline nutrition i allowed my cats to become addicted to dry cat food i always offered both canned and dry but wish i would have fed them premium quality canned food and limited dry food i have two year old cats and two year old cats the only good quality dry foods they will eat are wellness and innova innovas manufacturer was recently purchased by proctergamble i began looking for a replacement after once again offering several samples from my local holistic pet store holistic select was the only one other than the usual wellness and innova they would eat for finicky cats i recommend trying holistic select it is a good quality food that is very palatable for finicky eaters,"['educated', 'feline', 'nutrition', 'allowed', 'cat', 'become', 'addicted', 'dry', 'cat', 'food', 'always', 'offered', 'canned', 'dry', 'wish', 'would', 'fed', 'premium', 'quality', 'canned', 'food', 'limited', 'dry', 'food', 'two', 'year', 'old', 'cat', 'two', 'year', 'old', 'cat', 'good', 'quality', 'dry', 'food', 'eat', 'wellness', 'innova', 'innovas', 'manufacturer', 'recently', 'purchased', 'proctergamble', 'began', 'looking', 'replacement', 'offering', 'several', 'sample', 'local', 'holistic', 'pet', 'store', 'holistic', 'select', 'one', 'usual', 'wellness', 'innova', 'would', 'eat', 'finicky', 'cat', 'recommend', 'trying', 'holistic', 'select', 'good', 'quality', 'food', 'palatable', 'finicky', 'eater']",educated feline nutrition allowed cat become addicted dry cat food always offered canned dry wish would fed premium quality canned food limited dry food two year old cat two year old cat good quality dry food eat wellness innova innovas manufacturer recently purchased proctergamble began looking replacement offering several sample local holistic pet store holistic select one usual wellness innova would eat finicky cat recommend trying holistic select good quality food palatable finicky eater
5,my holistic vet recommended this along with a few other brands we tried them all but my cats prefer this especially the sardine version the best part is their coats are so soft and clean and their eyes are so clear and and i dont want to be rude so ill say this as delicately as i can their waste is far less odorous than cats who eat the mcdonalds junk found in most stores which is a definite plus for me the health benefits are so obvious i highly recommend holistic select,"['holistic', 'vet', 'recommended', 'along', 'brand', 'tried', 'cat', 'prefer', 'especially', 'sardine', 'version', 'best', 'part', 'coat', 'soft', 'clean', 'eye', 'clear', 'dont', 'want', 'rude', 'ill', 'say', 'delicately', 'waste', 'far', 'le', 'odorous', 'cat', 'eat', 'mcdonalds', 'junk', 'found', 'store', 'definite', 'plus', 'health', 'benefit', 'obvious', 'highly', 'recommend', 'holistic', 'select']",holistic vet recommended along brand tried cat prefer especially sardine version best part coat soft clean eye clear dont want rude ill say delicately waste far le odorous cat eat mcdonalds junk found store definite plus health benefit obvious highly recommend holistic select
5,one of my cats is allergic to fish and beef this formula is one of the few she can eat and it has much better ingredients than the prescription diets available at the vet both of my kitties are very active have soft shiny fur and neither are fat dry food reduces tartar buildup on teeth also,"['one', 'cat', 'allergic', 'fish', 'beef', 'formula', 'one', 'eat', 'much', 'better', 'ingredient', 'prescription', 'diet', 'available', 'vet', 'kitty', 'active', 'soft', 'shiny', 'fur', 'neither', 'fat', 'dry', 'food', 'reduces', 'tartar', 'buildup', 'teeth', 'also']",one cat allergic fish beef formula one eat much better ingredient prescription diet available vet kitty active soft shiny fur neither fat dry food reduces tartar buildup teeth also
5,our cats thrive extremely well on this dry cat food they definitely have much less hair ball throw ups and their fur is great they are fit and not over weight this vendor ships extremely fast is one of the top amazon suppliers in our book,"['cat', 'thrive', 'extremely', 'well', 'dry', 'cat', 'food', 'definitely', 'much', 'le', 'hair', 'ball', 'throw', 'ups', 'fur', 'great', 'fit', 'weight', 'vendor', 'ship', 'extremely', 'fast', 'one', 'top', 'amazon', 'supplier', 'book']",cat thrive extremely well dry cat food definitely much le hair ball throw ups fur great fit weight vendor ship extremely fast one top amazon supplier book
4,ive been a fan of hot spicy maruchan ramen for a long time if you enjoy spice and love ramen youll love this product too bad its way too expensive here on amazon its only per at my walmart,"['ive', 'fan', 'hot', 'spicy', 'maruchan', 'ramen', 'long', 'time', 'enjoy', 'spice', 'love', 'ramen', 'youll', 'love', 'product', 'bad', 'way', 'expensive', 'amazon', 'per', 'walmart']",ive fan hot spicy maruchan ramen long time enjoy spice love ramen youll love product bad way expensive amazon per walmart
5,ive been eating ramen noodles since i was a little kid and ive never found a better flavor than hot spicy chicken it isnt hot at all to a chilihead like me but it sure is good,"['ive', 'eating', 'ramen', 'noodle', 'since', 'little', 'kid', 'ive', 'never', 'found', 'better', 'flavor', 'hot', 'spicy', 'chicken', 'isnt', 'hot', 'chilihead', 'like', 'sure', 'good']",ive eating ramen noodle since little kid ive never found better flavor hot spicy chicken isnt hot chilihead like sure good
3,i love spicy ramen but for whatever reasons this thing burns my stomach badly and the burning sensation doesnt go away for like hours not sure if that is healthy or not and you can buy this at walmart for way cheaper than amazon,"['love', 'spicy', 'ramen', 'whatever', 'reason', 'thing', 'burn', 'stomach', 'badly', 'burning', 'sensation', 'doesnt', 'go', 'away', 'like', 'hour', 'sure', 'healthy', 'buy', 'walmart', 'way', 'cheaper', 'amazon']",love spicy ramen whatever reason thing burn stomach badly burning sensation doesnt go away like hour sure healthy buy walmart way cheaper amazon
5,always being a fan of ramen as a quick and easy meal finding it on amazon for a decent price and having it delivered to your door by the case is an amazing situation for anyone to find themselves in,"['always', 'fan', 'ramen', 'quick', 'easy', 'meal', 'finding', 'amazon', 'decent', 'price', 'delivered', 'door', 'case', 'amazing', 'situation', 'anyone', 'find']",always fan ramen quick easy meal finding amazon decent price delivered door case amazing situation anyone find
2,i must be a bit of a wuss because this soup tastes to me how i imagine fire might taste typically i like spicy food if it has a good flavor i dont find this to be the case with this soup any flavor is killed off by the burn,"['must', 'bit', 'wuss', 'soup', 'taste', 'imagine', 'fire', 'might', 'taste', 'typically', 'like', 'spicy', 'food', 'good', 'flavor', 'dont', 'find', 'case', 'soup', 'flavor', 'killed', 'burn']",must bit wuss soup taste imagine fire might taste typically like spicy food good flavor dont find case soup flavor killed burn
5,i really loved the spicy flavor these had i found myself liking the broth more than the noodles which is usually the opposite if you arent used to the heat this might bother you and if you like hot hot foods this might not be enough,"['really', 'loved', 'spicy', 'flavor', 'found', 'liking', 'broth', 'noodle', 'usually', 'opposite', 'arent', 'used', 'heat', 'might', 'bother', 'like', 'hot', 'hot', 'food', 'might', 'enough']",really loved spicy flavor found liking broth noodle usually opposite arent used heat might bother like hot hot food might enough
5,got these on sale for roughly cents per cup which is half the price of my local grocery stores plus they rarely stock the spicy flavors these things are a great snack for my office where time is constantly crunched and sometimes you cant escape for a real meal this is one of my favorite flavors of instant lunch and will be back to buy every time it goes on sale,"['got', 'sale', 'roughly', 'cent', 'per', 'cup', 'half', 'price', 'local', 'grocery', 'store', 'plus', 'rarely', 'stock', 'spicy', 'flavor', 'thing', 'great', 'snack', 'office', 'time', 'constantly', 'crunched', 'sometimes', 'cant', 'escape', 'real', 'meal', 'one', 'favorite', 'flavor', 'instant', 'lunch', 'back', 'buy', 'every', 'time', 'go', 'sale']",got sale roughly cent per cup half price local grocery store plus rarely stock spicy flavor thing great snack office time constantly crunched sometimes cant escape real meal one favorite flavor instant lunch back buy every time go sale
5,i have bought allot of different flavors and this happens to be one of my favorites and will be getting more soon,"['bought', 'allot', 'different', 'flavor', 'happens', 'one', 'favorite', 'getting', 'soon']",bought allot different flavor happens one favorite getting soon
4,i love this flavor of ramen i dont eat other flavors anymore because they taste too bland by comparison for the convenience of having it delivered to my home i have prime so i get it in two days and dont have to pay for the shipping the price on amazon isnt bad at all but it is still cheaper to run down and pick up a case of this at the grocery store,"['love', 'flavor', 'ramen', 'dont', 'eat', 'flavor', 'anymore', 'taste', 'bland', 'comparison', 'convenience', 'delivered', 'home', 'prime', 'get', 'two', 'day', 'dont', 'pay', 'shipping', 'price', 'amazon', 'isnt', 'bad', 'still', 'cheaper', 'run', 'pick', 'case', 'grocery', 'store']",love flavor ramen dont eat flavor anymore taste bland comparison convenience delivered home prime get two day dont pay shipping price amazon isnt bad still cheaper run pick case grocery store
